"","id","Publication Year","Author","Title","Publication Title","DOI","Pages","Issue","Volume","abstract","Location","x","y","Context","Functional Groups","Time Frame value","Time Frame Units","Treatments/Factors","Growth","Treatment differences","Response Variables","Notes","Elevation","MAP","MAT","X_raw","Y_raw","bib"
"43",86,2001,"Acea, M. J.; Diz, N.; Prieto-Fern†ndez, A.","Microbial populations in heated soils inoculated with cyanobacteria","Biology and Fertility of Soils","10.1007/s003740000298","118?125","2",33,"The composition of soil microbiota in four heated (350??¯C, 1?h) soils (one Ortic Podsol over sandstone and three Humic Cambisol over granite, schist or limestone) inoculated (1.5??g chlorophyll?aˇg?1ˇsoil or 3.0??g chlorophyll?aˇg?1ˇsoil) with cyanobacteria (OscillatoriaPCC9014,ˇNostocˇPCC9025,ˇNostocˇPCC9104,ˇScytonemaˇCCC9801, and a mixture of the four) was studied by cultural methods. The aims of the work were to investigate the potential value of cyanobacteria as biofertilizers for accelerating soil recolonization after fire as well as promoting microbiotic crust formation and to determine the microbial composition of such a crust. The inoculated cyanobacteria proliferated by 5 logarithmic units in the heated soils which were colonized very quickly and, after 2 months of incubation, the cyanobacterial filaments and associated fungal hyphae made up a matrix in which surface soil particles were gathered into crusts of up to 1.0?cm in thickness. These crusts were composed, on average, of 2.5?1010ˇcyanobacteria, 2.8?106ˇalgae, 6.1?1010ˇheterotrophic bacteria (of which 1.2?108ˇwere acidophilic, 1.3?106ˇwereˇBacillusˇspp. and 1.5?108ˇwere actinomycetes) and 77.8?m fungal mycelium (1.4?106ˇwere fungal propagules) g?1ˇcrust. Counts of most microbial groups were positively correlated to cyanobacterial numbers. The efficacy of treatment depended on both the class of inoculum and the type of soil. The best inoculum was the mixture of the four strains and, whatever the inoculum used, the soil over lime showed the most developed crust followed by the soils over schist, granite and sandstone; however, the latter was comparatively the most favoured by the amendment. In the medium term there were no significant differences between the two inocula rates used. Biofertilization increased counts of cyanobacteria by 8 logarithmic units while heterotrophic bacteria, actinomycetes, algae and fungal propagules rose by >4 logarithmic units, acidophilic bacteria andˇBacillusˇspp. by around 3 logarithmic units and fungal mycelia showed an 80-fold increase. The results showed that inoculation of burned soils with particle-binding diazotrophic cyanobacteria may be a means of both improving crust formation and restoring microbial populations.","Galicia, Spain",-9.13,42.796,"Labratory","Cyanobacteria",2,"Months","Substrate, Inoculum Species, Inoculation rate","Positive","Inoculum Species, Substrate","Cell counts, Nutrients, Chl a, Species, Biomass","","","","","","","bib/acea_microbial_2001.bib"
"44",23,1998,"Buttars, Susan; Clair, Larry St; Johansen, Jeffrey; Sray, Julie; Payne, Michael; Webb, Bruce; Terry, Richard; Pendleton, Burton; Warren, Steven","Pelletized cyanobacterial soil amendments: Laboratory testing for survival, escapability, and Nitrogen fixation","Arid Land Research and Management","10.1080/15324989809381506","165?178","2",12,"The escape and growth of Microcoleus vaginatus from alginate pellets onto soil crusts under controlled laboratory conditions were examined. Soil crust samples were collected and placed in petri dishes. Selected samples were sterilized, and three treatments were established: 75 g m(-2) Microcoleus pellets added to sterilized soil, 75 g m(-2) blank pellets added to sterilized soil, and unsterilized soil with no additions. Chlorophyll a readings were significantly higher in unsterilized soils. Microcoleus biovolumes were highest in sterilized inoculated soils and significantly higher than sterilized untreated soils. Microcoleus filament density was significantly higher in Microcoleus-inoculated soils than in the other two treatments. Nitrogen fixation activity was recorded in unsterilized soils after only I month, and rates increased as the experiment progressed. Microcoleus-inoculated soils had significant nitrogen-fixing activity during the last sampling period.","Great Basin Desert (Dugway)",-112.78,40.22,"Labratory","Cyanobacteria",3,"Weeks","Substrate, Inoculum species, Temperature","Mixed","","Chl a, Cover, Biomass (C), Mineralization, SEM / Spectroscopy","","","","","","","bib/buttars_pelletized_1998.bib"
"45",25,2010,"Zheng, Yunpu; Xu, Ming; Zhao, Jiancheng; Bei, Shuqing; Hao, Lihua","Effects of inoculated Microcoleus vaginatus on the structure and function of biological soil crusts of desert","Biology and Fertility of Soils","10.1007/s00374-010-0521-5","473?480","4",47,"Microcoleus vaginatus Gom., the dominant species in biological soil crusts (BSCs) in desert regions, plays a significant role in maintaining the BSC structure and function. The BSC quality is commonly assessed by the chlorophyll a content, thickness, and compressive strength. Here, we have studied the effect of different proportions of M. vaginatus, collected from the Gurbantunggut Desert in northwestern China, on the BSC structure and function under laboratory conditions. We found that when M. vaginatus was absent in the BSC, the BSC coverage, quantified by the percentage of BSC area to total land surface area, was low with a chlorophyll a content of 4.77 x 10(-2) mg g(-1) dry soil, a thickness of 0.86 mm, and a compressive strength of 12.21 Pa. By increasing the percentage of M. vaginatus in the BSC, the BSC coverage, chlorophyll a content, crust thickness, and compressive strength all significantly increased (P < 0.01). The maximum chlorophyll a content (13.12 mg g(-1)dry soil), the highest crust thickness, and the compressive strength (1.48 mm and 36.60 Pa, respectively) occurred when the percentage of inoculated M. vaginatus reached 80% with a complex network of filaments under scanning electron microscope. The BSC quality indicated by the above variables, however, declined when the BSC was composed of pure M. vaginatus (monoculture). In addition, we found that secretion of filaments and polymer, which stick sands together in the BSC, increased remarkably with the increase of the dominant species until the percentage of M. vaginatus reached 80%. Our results suggest that not only the dominant species but also the accompanying taxa are critical for maintaining the structure and functions of the BSC and thus the stability of the BSC ecosystems.","Gurbantunggut Desert, China",88.23333333,44.58333333,"Labratory","Cyanobacteria",20,"Days","Inoculum species, Dosage","Positive","Inoculum species","Chl a, Biomass (C), SEM / Spectroscopy, Compressive Strength","","","79.5","10","","","bib/zheng_effects_2010.bib"
"46",24,2008,"Xu, Shujun; Yin, Chunsheng; He, Ming; Wang, Yan","A Technology for Rapid Reconstruction of Moss-Dominated Soil Crusts","Environmental Engineering Science","10.1089/ees.2007.0272","1129?1138","8",25,"Reconstruction of moss-dominated soil crusts is crucial for ecological restoration. A desert moss Tortula desertorum (Broth.), the main component of biological soil crusts in the Gurbantunggut desert, was used to build a procedure for construction of moss-dominated crust. Micropropagation of desert mosses is a core technology to build biological soil crusts. Although the micropropagation of mosses has been extensively studied, little is known about that of desert mosses. Effects of media, explants, and culture temperature on regeneration potential of T. desertorum were investigated respectively in this study. The factors such as relative humidity, light intensity, and photoperiod, which might take an important role in the regeneration and development of the desert moss T. desertorum, were optimized through an orthogonal test design. The life cycle of the desert moss T. desertorum in cultivation was also investigated according to several factors affecting asexual reproduction. The results showed the explants cultivated with in situ soil had produced more protonema and shoots than those cultivated with other media. Detached leaves as explants yielded more biomass per gametophyte. It was found that a slightly higher temperature facilitated shoot growth. It should be pointed out that the favorable period for T. desertorum asexual reproduction occurred mainly in early summer, which contributes to the efficient protection of biological soil crusts. Based on the life cycle of T. desertorum in cultivation, a procedure for artificial reconstruction of moss-dominated soil crusts was established and assessed. A large number of protonema were induced to grow by breeding detached green leaves in agar-solid Knop medium after 1 month as day/night temperature and humidity were set at 20/10 degrees C and 60-85%, respectively. Moss-dominated crusts formed through transplanting protonema into sand supplemented with liquid Knop medium under day/night temperatures of 25/15 degrees C after another month.","Gurbantunggut desert, China",88.23333333,44.58333333,"Labratory","Moss",2,"Months","Substrate, Temperature, Shading, Plant parts","Positive","Substrate, Temperature, Shading","Biomass (C), SEM / Spectroscopy, shoot number","","","","","","","bib/NA.bib"
"47",58,2012,"Jia, Yan; Bai, XL; Shan, FB; Bai, SW; ZHAN, Hong-rui","Experiment of artificially culturing moss crust and its maintenance mechanism","Journal of Desert Research","","54?59","",32,"Experiment of artificially culturing moss crust has been carried out in Hobq Desert since 2006.The experiment results showed that the moss survival rate and coverage were closely related to soil matrix,precipitation,microhabitat and the development and reproduction identity of moss species.Bryum dichotomum Hedw.could form large area of moss crust owing to its highest survival rate and coverage,and its density was related to its coverage,while Didymodon vinealis(Brid.)Zand.played an important role in maintaining crust stability for its highest density in unit area.Moss species had a high speed of growth and reproduction in the prime of culture process as a result of consuming the nutrition of propagules,then it would stay at a level and the growth peak would not occur.The research provides experimental basis for artificially culturing moss crust and offers basic experiment data for in-depth exploration of the formation and maintainance mechanism of biological crust.","Hobq Desert",NA,NA,"Labratory","Moss",NA,"","","Positive","","","","","","","","","bib/jia_experiment_2012.bib"
"48",26,2017,"Mugnai, Gianmarco; Rossi, Federico; Felde, Vincent John Martin Noah Linus; Colesie, Claudia; BÅdel, Burkhard; Peth, Stephan; Kaplan, Aaron; Philippis, Roberto De","Development of the polysaccharidic matrix in biocrusts induced by a cyanobacterium inoculated in sand microcosms","Biology and Fertility of Soils","10.1007/s00374-017-1234-9","27?40","1",54,"Soil inoculation with cyanobacteria
(cyanobacterization) is a biotechnological method widely
studied to improve soil quality and productivity. During their
growth on soil, cyanobacteria excrete exopolysaccharides
(EPSs) which glue trichomes to soil particles, in a threedimensional
extracellular polymeric matrix. EPS productivity
is an important screening parameter to select proficient inoculants
and is affected by growth conditions and abiotic stresses.
In this study, we evaluated the capability of the cyanobacterium
Schizothrix cf. delicatissima AMPL0116 to form
biocrusts when inoculated in sand microcosms under stressing
conditions, and the characteristics of the synthesized polymeric
matrix. In parallel, we evaluated the characteristics of
exopolysaccharidic exudates of the strain when grown in liquid
culture, under optimal growth setting. Our results pointed
out at significant differences of the exopolymers produced
in the two conditions in terms of monosaccharidic composition
and molecular weight distribution, and proved the
capability of S. cf. delicatissima AMPL0116 to form stable
bioaggregates on sandy soils.
","Hobq Desert, China",109.845,40.36611111,"Labratory","Cyanobacteria",3,"Months","Inoculum species","Positive","","Chl a, EPS, water repellency","","","293","","","","bib/mugnai_development_2017.bib"
"49",27,2017,"Peng, Chengrong; Zheng, Jiaoli; Huang, Shun; Li, Shuangshuang; Li, Dunhai; Cheng, Mingyu; Liu, Yongding","Application of sodium alginate in induced biological soil crusts: enhancing the sand stabilization in the early stage","Journal of Applied Phycology","10.1007/s10811-017-1061-2","1421?1428","3",29,"Induced biological soil crust (IBSC) technology has proved to be an effective means for speeding up the recovery of biological soil crusts (BSC) in arid and semi-arid regions. This study aims at improving the IBSC technology by using sodium alginate (SA) due to its sand-stabilizing ability in the early development stage of IBSCs. Results showed that SA can easily form a thin film on the surface of soil and can significantly enhance the compressive strength of the topsoil. More importantly, no negative effects of SA on the development and physiological activity of IBSCs were observed, and SA could facilitate the colonization and growth of cyanobacteria on sand. Moreover, the application of SA was much cheaper than the straw checkerboard barriers which are widely used in desertification control. This study suggests that SA can promote and accelerate the formation of BSCs; thus, it can be applied in IBSC technology to enhance the sand-stabilizing property of BSCs in the early stage.","Hobq Desert, Mongolia",109.8333333,40.36666667,"Labratory","Cyanobacteria",3,"Months","Stabilizer","Positive","Stabilizer","Chl a, Biomass (C), Fluorescence, Penetrometer, Water holding capacity","","","","","","","bib/peng_application_2017.bib"
"50",75,2007,"Nisha, R.; Kaushik, A.; Kaushik, C. P.","Effect of indigenous cyanobacterial application on structural stability and productivity of an organically poor semi-arid soil","Geoderma","10.1016/j.geoderma.2006.10.007","49?56","2-Jan",138,"Multi-strain biofertilizer consisting of three indigenous cyanobacterial isolates was applied to an organically poor semi-arid clay?loam soil (pH 7; electrical conductivity, EC, 0.8 dSm?1 ; total organic carbon, TOC, 0.34%; total Kjeldahl Nitrogen, TKN, 0.06%) in pot-house experiment. During the 240 d experiment under conditions of limited water regime (6?12% soil moisture), there was a significant (pb0.05) increase in TOC, TKN and PO4 3? P during the middle, which, however, diminished at later stages of the experiment. The biofertilizer (BF) improved carbon and nitrogen mineralization by promoting soil microbial activities and narrowed down C:N ratio. Effect of BF on cation exchange capacity of the soil became evident with time. Physical structure of the soil was influenced due to BF as indicated by significant (pb0.01) decline in bulk density and increase in water holding capacity, hydraulic conductivity and mean weight diameter at the end of both pearl millet and wheat crop. Plant growth and yield of pearl millet?wheat sequence in the soil increased in response to cyanobacterial biofertilizer. Response of pearl millet to BF was more pronounced for certain parameters at the lower water level, W2 (6% moisture). The native strains showed remarkable potential for improving structural stability, nutrient status and productivity of the soil under limited water regime.","India",75.76666667,29.16666667,"Labratory","Cyanobacteria",240,"Days","Inoculum Species","Positive","","Carbon, Soil Nutrients, CEC, Water Holding Capacity, Bulk Density, Hydraulic conductivity, Aggregate size, Plant Growth","","","","","75¯46| E","(29¯10| N","bib/nisha_effect_2007.bib"
"51",29,2016,"Lababpour, Abdolmajid; Kaviani, Marzieh","Isolation and submerged culture biomass production of the arid land cyanobacteria Microcoleus spp., an investigation on its utilization for biological soil crust restoration","Environmental Earth Sciences","10.1007/s12665-016-6313-y","","24",75,"Biological soil crust (BSC) restoration could effectively contribute in reducing several adverse environmental impacts such as soil erodibility. The usefulness of the microorganism constituent of the arid land (e.g., desert land cyanobacteria Microcoleus) for the BSC restoration has already been introduced, not only by laboratory studies but also by many other field investigations. In order to isolate the soil cyanobacteria with a potential to support BSC succession, soil samples from the southwestern dry lands in Iran were taken, soils serial dilution was prepared and submerged, and streaking-plate methods were applied. The newly isolated native cyanobacterium was identified as the Microcoleus on the genus level following the standard references. The isolated cyanobacterium was cultured phototrophically using five different media consisting of BBM, BG-11, F/2, Jourdan, and artificial wastewater submerged batch. Microcoleus spp. was found in all sites soil samples. The maximum biomass was achieved in the Jourdan submerged culture medium with an amount of 0.88 g/L. The cell density in this culture medium was increased up to 20 times of the initial cell density during 7 days of the cultivation. The specific biomass growth rate was calculated to be in a range of 0.03-0.057 per day. The preliminary experiments and reported restoration activities of Microcoleus submerged cultures were shown to have the potential for providing the soil with the inoculant for the restoration of the degraded arid lands such as Middle East region.","Iran",36.51638889,51.34916667,"Labratory","Cyanobacteria",1,"Months","Inoculum source","Positive","Inoculum source","Biomass (C)","","","269","","","","bib/lababpour_isolation_2016.bib"
"52",28,2017,"Sadeghi, Seyed Hamidreza; Kheirfam, Hossein; Homaee, Mehdi; Darki, Behrouz Zarei; Vafakhah, Mehdi","Improving runoff behavior resulting from direct inoculation of soil micro-organisms","Soil and Tillage Research","10.1016/j.still.2017.04.007","35?41","",171,"Surface hydrology can significantly influence biological soil crusts through altering runoff behavior. Hence, micro-organisms enrichment of degraded soil crust may be a novel and practical strategy to improve soil quality and surface runoff behavior. This study evaluated the impact of inoculating (i) bacteria, (ii) cyanobacteria and (iii) bacteria + cyanobacteria on soils, with the hypothesis this would improve runoff properties. Accordingly, we assessed the influence of microbial enrichment after inoculating the native cyanobacteria (Nostoc, Oscillatoria and Lyngbya) and bacteria (Azotobacter and Bacillus) on runoff onto a degraded soil under laboratory conditions. The cyanobacteria and bacteria were isolated from the studied soil, purified and proliferated in the laboratory, and then inoculated in individual or combined treatments onto soils placed into small experimental boxes. After 15, 30 or 60 days, the treatments were subjected to a simulated rainfall. We observed a significant (p < 0.01) decrease in both coefficient and peak of runoff in the bacteria, cyanobacteria, and bacteria + cyanobacteria inoculated boxes relative to the control boxes. There was also a significant (p < 0.01) delay in runoff start time (38-205%) and time to peak runoff (48-52%), and decrease in coefficient (74-96%) and peak of runoff (48-86%) in the bacteria, cyanobacteria, and bacteria + cyanobacterial-treated boxes compared to the control boxes. The most effective treatment was the inoculation of cyanobacteria after 60 days (p < 0.01). In this treatment, the runoff coefficient was reduced 96%, the peak reduced 83%, the start time delayed 168% and time to peak reduced by 34% compared to the control. While these results need verification in the field, they suggest that inoculation of native micro-organisms particularly cyanobacteria, can be practically used to restore local hydrological cycles in the soil.","Iran",36.51638889,51.34916667,"Labratory","Cyanobacteria",2,"Months","Inoculum species","Positive","Runoff","Runoff","","1015","432","12 ?¯C","","","bib/sadeghi_improving_2017.bib"
"53",30,2017,"Kheirfam, Hossein; Sadeghi, Seyed Hamidreza; Homaee, Mehdi; Darki, Behrouz Zarei","Quality improvement of an erosion-prone soil through microbial enrichment","Soil and Tillage Research","10.1016/j.still.2016.08.021","230?238","",165,"Biological soil crusts on bare land have undeniable roles in reducing soil degradation through improving soil quality. Enriching soil crusts biological properties by increasing soil microorganisms' population can be an effective strategy to improve soil chemical properties. Accordingly, native nitrogen-carbon fixing cyanobacteria and bacteria were individually and combined inoculated on 0.25 m(2)-plots filled by an erosion-prone, bare, and low quality soil collected from Marzanabad Region, Northern Iran. The important soil chemical properties, viz., total organic nitrogen, total organic carbon, soil organic matter, and total organic carbon-to-total organic nitrogen ratio were measured at time spans of 7-8 days for a period of 60 days. The results indicated that the total organic nitrogen, total organic carbon and soil organic matter increased significantly (p < 0.01) in all treatments. The total organic nitrogen and, total organic carbon and soil organic matter in the cyanobacteria, bacteria, and combined inoculated treatments increased up to 240,188, and 172%; and, 40, 39, and 33%, respectively, compared to the control conditions. Additionally, the total organic nitrogen and total organic carbon in the study treatments were 46, 32, and 37%; and 40, 33, and 33% higher than those reported for the control plots. The rate of nitrogen fixing in all inoculated treatments had an increasing trend up to 38 days after which it declined. Nonetheless, carbon and organic matter storage increased throughout the experimental period. Meanwhile, the ratio of carbon-to-nitrogen were not significantly (p > 0.17) changed during the study period. Based on the study results, the positive role of microorganisms, especially cyanobacteria, was demonstrated in improving the chemical properties of the study soil. (C) 2016 Elsevier B.V. All rights reserved.","Marzanabad Region, Northern Iran",36.51638889,51.34916667,"Labratory","Cyanobacteria",2,"Months","Inoculum species","Positive","Inoculum species","Biomass (C), Mineralization","Same as Sadeghi et al 2017?","","","","","","bib/kheirfam_quality_2017.bib"
"54",31,2017,"Kheirfam, Hossein; Sadeghi, Seyed Hamidreza; Darki, Behrouz Zarei; Homaee, Mehdi","Controlling rainfall-induced soil loss from small experimental plots through inoculation of bacteria and cyanobacteria","CATENA","10.1016/j.catena.2017.01.006","40?46","",152,"Soil erosion is a major limitation for achieving sustainable development. Controlling soil detachment in initial stage of soil erosion induced by rainfall is necessary. Several organic and inorganic amendments have been used to reduce rainfall-induced erosion. Meanwhile, the impact of soil microorganisms has been approved on improving soil aggregation by previous studies. However, studying the feasibility of inoculation of soil microorganisms to reduce soil loss by rainfall-induced erosion has not been considered yet. Hence, the present study was planned to investigate the controllability of soil loss induced by rainfall-induced through the inoculation of bacteria and cyanobacteria into a study soil. Soil samples were collected from an erosion-prone area from which suitable existing bacteria and cyanobacteria for soil and water conservation were selected, purified and proliferated. The bacteria and cyanobacteria were then inoculated into 24 small 025 m(2) plots in individual and/or combined treatments at three time spans of 15, 30 and 60 days. The results illustrated a significant decrease in soil loss from treated plots (p < 0.01). Moreover, the highest effectiveness was observed in the cyanobacteria and the combined treatments at the end of the 60 days-period (p < 0.01) with respective reduction rate of 99 and 98% in soil loss. Based on the study results, the use of microorganisms, particularly direct inoculation of bacteria and cyanobacteria can be supposed as a new step, biologic, sustainable, environmentally-friend and economically-effective technique for soil conservation. (C) 2017 Published by Elsevier B.V.","Mazandaran Province in Iran",36.51638889,51.34916667,"Labratory","Cyanobacteria",2,"Months","Inoculum species, Duration","Positive","Inoculum species","Simulated erosion","Same as Sadeghi et al 2017?","","432","12","","","bib/kheirfam_quality_2017.bib"
"55",72,1996,"Mazor, Gideon; Kidron, Giora J.; Vonshak, Ahuva; Abeliovich, Aharon","The role of cyanobacterial exopolysaccharides in structuring desert microbial crusts","FEMS Microbiology Ecology","10.1111/j.1574-6941.1996.tb00339.x","121?130","2",21,"Microbial crusts are present on surfaces of soils throughout the world. A key feature of these crusts in arid zones is the abundance of filamentous sheath-forming and polysaccharide-excreting cyanobacteria. Several isolates of cyanobacteria were prepared from crust samples (Nizzana sand dunes, north-western Negev Desert, Israel). Optimal growth conditions for two such isolates of Microcoleus sp. were defined, and the role of the excreted polysaccharides in affecting the hydrological properties of crust-covered sand dunes was studied. Experiments with the native crust microbial population demonstrated the possibility of net primary productivity at both high relative air humidities and low moisture content.","Negev Desert, Israel",34.4,30.886,"Labratory","Cyanobacteria",18,"Months","Inoculum Source, Temperature, Light","Positive","Temperature, Light, Source","EPS, Runoff, Hydraulic conductivity, CO2, Chl a","","","","","","","bib/mazor_role_1996.bib"
"56",84,2012,"Zhao, Hui; Liu, Jing; Dou, Qi; Su, Jianyu","Effects of Nostoc flagelliforme on Soil Physical-Chemical Properties and Microbial Community","2012 International Conference on Biomedical Engineering and Biotechnology","10.1109/icbeb.2012.187","","",NA,"The free-living Nostoc flagelliforme was inoculated into desert soil and ecologic effects of N. flagelliforme were studied in this paper. Results showed that the water permeability of soil decreased while the water holding capacity of soil increased as the growth of N. flagelliforme. The soil respiration and enzyme activity were markedly increased by the growth of N. flagelliforme. The COˇ2ˇrelease quantity was 0.29 mg˙gˇ-1ˇ˙hˇ-1ˇin the soil sample which 361ml of N. flagelliforme inoculated in, which was 2.0 times than that of control. The activity of urease, dehydrogenase, phosphatase and polyphenoloxidaze increased also because of the growth of N. flagelliforme. The maximum activities of these four enzymes were 6.03 mg˙gˇ-1ˇ˙dˇ-1ˇ, 0.45 mg˙gˇ-1ˇ˙dˇ-1ˇ, 11.66 mg˙gˇ-1ˇ˙dˇ-1ˇand 1.77 mg˙gˇ-1ˇ˙dˇ-1ˇrespectively, which were 2.2 times, 2.1 times, 1.3 times and 1.2 times respectively than those of control. According to the DGGE result, microbial diversity of soil increased with the growth of N. flagelliforme. Four species of bacteria appear in the samples which N. flagelliforme was inoculated in. The results indicated that the N. flagelliforme had a significant effect on the soil physical-chemical properties and microbial community.","Ninxia, China",105.787,38.95,"Labratory","Cyanobacteria",30,"Days","Inoculation rate","Positive","Inoculation rate","Infiltration rate, Water holding capacity, C cycling, enzyme activity, species","","","","","","","bib/zhao_effects_2012.bib"
"57",38,2018,"Mu§oz-Rojas, M.; Rom†n, J. R.; Roncero-Ramos, B.; Erickson, T. E.; Merritt, D. J.; Aguila-Carricondo, P.; Cant¢n, Y.","Cyanobacteria inoculation enhances carbon sequestration in soil substrates used in dryland restoration","Science of The Total Environment","10.1016/j.scitotenv.2018.04.265","1149?1154","",636,"Despite significant efforts to restore dryland ecosystems worldwide, the rate of success of restoration is extremely low in these areas. The role of cyanobacteria from soil biocrusts in reestablishing soil functions of degraded land has been highlighted in recent years. These organisms are capable of improving soil structure and promoting soil N and C fixation. Nevertheless, their application to restore functions of reconstructed soils in dryland restoration programs is yet to be harnessed. In this study, we used microcosms under laboratory conditions to analyse the effects of inoculating soil substrates used in post-mine restoration with a mixture of N-fixing cyanobacteria isolated from soil biocrust (Nostoc commune, Tolypothrix distorta and Scytonema hyalinum) on i) the recovery of the biocrust, and ii) the carbon sequestration and mineralisation rates of these substrates. Soils were collected from an active mine site in the mining-intensive biodiverse Pilbara region (north-west Western Australia) and consisted of previously stockpiled topsoil, overburden waste material, a mixture of both substrates, and a natural soil from an undisturbed area. Our results showed that cyanobacteria rapidly colonised the mine substrates, with biocrust coverage ranging from 23.8 to 52.2% and chlorophyll a concentrations of up to 12.2 mu g g(-1) three months after inoculation. Notably, soil organic C contents increased 3-fold (P < 0.001) in the mine waste substrate (from 0.6 g kg(-1) to 1.9 g kg(-1)) during this period of time. Overall, our results showed that cyanobacteria inoculation can rapidly modify properties of reconstructed soil substrates, underpinning the potential key role of these organisms as bio-tools to initiate recovery of soil functions in infertile, reconstructed soil substrates. (C) 2018 Elsevier B.V. All rights reserved.","Pilbara Austrailia",118.1166667,-22.05,"Labratory","Cyanobacteria",3,"Months","Substrate, Inoculum species","All positive","Substrate","Chl a, Cover, Biomass (C)","","","","","118¯07E","22¯03S","bib/NA.bib"
"58",74,2018,"Mu§oz-Rojas, M.; Chilton, A.; Liyanage, G. S.; Erickson, T. E.; Merritt, D. J.; Neilan, B. A.; Ooi, M. K. J.","Effects of indigenous soil cyanobacteria on seed germination and seedling growth of arid species used in restoration","Plant and Soil","10.1007/s11104-018-3607-8","91?100","2-Jan",429,"Background and aims Cyanobacteria from biocrusts can enhance soil function and structure, a critical objective when restoring degraded dryland ecosystems. Large-scale restoration of biodiversity requires direct seeding of native plant species, and bio-priming seeds with cyanobacteria is a potential method of initiating enhanced soil functioning. The utility of cyanobacteria for improving soil is therefore dependent on whether target plant species remain unaffected during its application. Methods Cyanobacteria from the genera Microcoleus and Nostoc were isolated from locally-sourced biocrust samples, and cultured under controlled conditions. A two-factor laboratory experiment was conducted including cyanobacteria and the culture growth medium (BG11) as factors. We bio-primed seeds of five species native to Western Australia, commonly used in dryland restoration, by soaking them in the cultures developed, and assessed germination and growth. Results We found significant positive effects of seeds bio-primed with cyanobacteria on germination and seedling growth of two species, Senna notabilis and Acacia hilliana, respectively. Importantly, no significant negative effects of cyanobacteria were found for any of the species studied. Conclusions Few studies of cyanobacteria effects on regeneration of native species exist. We found that the potential benefits of applying indigenous bacteria via bio-priming seeds would not inhibit plant establishment, and indeed may be beneficial for some species used in dryland restoration.","Pilbara, Western Australia",119.0383833,-21.6236,"Labratory","",NA,"","","","","","Seed-priming study. Did not inoculate soil. Recommend to exclude","","","","119¯02.303?E","(21¯37.416?S","bib/NA.bib"
"59",32,2017,"Rola, Kaja; Osyczka, Piotr","The use of lichens in post-smelting dumps reclamation ? preliminary results of experimental cultivation of selected species on slag substrate","E3S Web of Conferences","10.1051/e3sconf/20172200148","148","",22,"Conventional reclamation interventions of post-smelting slag dumps being undertaken so far either failed or produced poor results. Certain lichens, especially of the genus Cladonia, are known as effective colonisers of bare ground in anthropogenic habitats. The paper presents preliminary results of the experiment aimed at the evaluation of lichen usefulness in reclamation interventions. The cultivation in vivo involving transplantation of lichens directly on slag substrate was established in 2015. Five species, i.e. Cladonia rei, C. cariosa, C. pyxidata, C. subulata, C. macilenta, were transplanted into 32 cuvettes filled with sterilised slag substrate. The sample weight of 2 and 6 g were used and half of cuvettes were regularly supplied with 2% malt solution. The first important symptoms at the present stage of the experiment are as follow: the growth of thalli has appeared only in the case of first three species; C. rei shows the most effective development; cuvettes with 6 g sample weight are characterized by higher coverage of fresh lichen thalli; lichen biomass are visually higher in cuvettes treated with malt solution. The results give us reason to believe that lichens could be successfully used as an alternative element during planning of slag dumps reclamation in the future.","Poland?",NA,NA,"Labratory","Lichen",NA,"Weeks","Inoculum species, Organic amendments","Mixed","","Cover","","","","","","","bib/rola_use_2017.bib"
"60",33,2018,"Carvalho, Ricardo Cruz de; Santos, Patr°cia dos; Branquinho, Cristina","Production of moss-dominated biocrusts to enhance the stability and function of the margins of artificial water bodies","Restoration Ecology","10.1111/rec.12688","419?421","3",26,"Margins of water reservoirs associated with dams can have high-frequency tides, promoting soil erosion and nutrient leaching. We propose the use of biocrusts for restoration and ecological engineering purposes, due to their poikilohydric character, to stabilize reservoir margins. We promoted biocrust growth under controlled conditions, testing two types of substrate: native sand and organic substrate. After 2 months, biocrusts grew on organic substrate covering almost all the area, but not on native sand. This fast and easy nature-based solution for soil stabilization can be used as an environmental engineering tool in highly degraded sites.","Portugal",-8.198233333,41.69263333,"Labratory","Moss",2,"Months","Substrate","Positive","Substrate","","","","","","","","bib/carvalho_production_2018.bib"
